"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.Emotion01","Answer.Emotion02","Answer.Emotion03","Answer.Emotion04","Answer.Emotion05","Answer.Emotion06","Answer.Emotion07","Answer.Emotion08","Answer.Emotion09","Answer.Emotion10","Answer.Emotion11","Answer.Emotion12","Answer.Emotion13","Answer.Emotion14","Answer.Emotion15","Approve","Reject"
"3UDTAB6HH718PBV2AK662Z27W66098","3D7SO00DFMQ961B4JTA39YMX2MBVCA","Song Lyrics Emotion Categorization","Identify the emotion elicited or exemplified by the song lyrics","survey, demographics, music, categorization, vulgar language","$0.10","Sun Dec 03 17:29:02 PST 2017","100","BatchId:3034566;OriginalHitTemplateId:920937332;","3600","86400","Tue Dec 05 17:29:02 PST 2017","","","308XBLVESJ6HZIRSSJ8J1LU44ZDRBZ","A28JGET2XTPRG5","Approved","Sun Dec 03 17:38:00 PST 2017","Sun Dec 03 17:41:04 PST 2017","Mon Dec 04 17:41:04 PST 2017","Mon Dec 04 13:33:52 PST 2017","","","184","100% (1/1)","100% (1/1)","100% (1/1)","Sad","Sad","Happy","Hate","Love","Happy","Sad","Sad","Love","Sad","Sad","Happy","Hate","Happy","Sad"
"3UDTAB6HH718PBV2AK662Z27W66098","3D7SO00DFMQ961B4JTA39YMX2MBVCA","Song Lyrics Emotion Categorization","Identify the emotion elicited or exemplified by the song lyrics","survey, demographics, music, categorization, vulgar language","$0.10","Sun Dec 03 17:29:02 PST 2017","100","BatchId:3034566;OriginalHitTemplateId:920937332;","3600","86400","Tue Dec 05 17:29:02 PST 2017","","","30OG32W0SVDURNBK93TST9VF6ZAEN7","A24KFVPD7QYZUK","Approved","Sun Dec 03 21:49:38 PST 2017","Sun Dec 03 21:59:33 PST 2017","Mon Dec 04 21:59:33 PST 2017","Mon Dec 04 13:33:52 PST 2017","","","595","100% (1/1)","100% (1/1)","100% (1/1)","Happy","Sad","Happy","Happy","Love","Love","Happy","Sad","Love","Happy","Happy","Happy","Sad","Happy","Happy"
"3UDTAB6HH718PBV2AK662Z27W66098","3D7SO00DFMQ961B4JTA39YMX2MBVCA","Song Lyrics Emotion Categorization","Identify the emotion elicited or exemplified by the song lyrics","survey, demographics, music, categorization, vulgar language","$0.10","Sun Dec 03 17:29:02 PST 2017","100","BatchId:3034566;OriginalHitTemplateId:920937332;","3600","86400","Tue Dec 05 17:29:02 PST 2017","","","30X31N5D64SOHNMD1U8SWKFU8JIASI","A1PSJ1P9VI7DX1","Approved","Sun Dec 03 20:58:53 PST 2017","Sun Dec 03 21:09:49 PST 2017","Mon Dec 04 21:09:49 PST 2017","Mon Dec 04 13:33:52 PST 2017","","","656","100% (1/1)","100% (1/1)","100% (1/1)","Sad","Sad","Hate","Hate","Sad","Love","Sad","Sad","Love","Sad","Love","Happy","Sad","Hate","Happy"
"3UDTAB6HH718PBV2AK662Z27W66098","3D7SO00DFMQ961B4JTA39YMX2MBVCA","Song Lyrics Emotion Categorization","Identify the emotion elicited or exemplified by the song lyrics","survey, demographics, music, categorization, vulgar language","$0.10","Sun Dec 03 17:29:02 PST 2017","100","BatchId:3034566;OriginalHitTemplateId:920937332;","3600","86400","Tue Dec 05 17:29:02 PST 2017","","","31QTRG6Q2UFS0D4OPJIE41SQOQMYP8","A3GS62VVADHTO7","Approved","Mon Dec 04 03:00:04 PST 2017","Mon Dec 04 03:05:56 PST 2017","Tue Dec 05 03:05:56 PST 2017","Mon Dec 04 13:33:52 PST 2017","","","352","100% (1/1)","100% (1/1)","100% (1/1)","Hate","Sad","Sad","Hate","Love","Love","Sad","Sad","Hate","Love","Love","Happy","Hate","Happy","Hate"
"3UDTAB6HH718PBV2AK662Z27W66098","3D7SO00DFMQ961B4JTA39YMX2MBVCA","Song Lyrics Emotion Categorization","Identify the emotion elicited or exemplified by the song lyrics","survey, demographics, music, categorization, vulgar language","$0.10","Sun Dec 03 17:29:02 PST 2017","100","BatchId:3034566;OriginalHitTemplateId:920937332;","3600","86400","Tue Dec 05 17:29:02 PST 2017","","","320DUZ38G8OWSBGQ00RO05ZAAVDJGI","A2AKSBE0291HY8","Approved","Sun Dec 03 18:32:42 PST 2017","Sun Dec 03 18:34:24 PST 2017","Mon Dec 04 18:34:24 PST 2017","Mon Dec 04 13:33:52 PST 2017","","","102","100% (1/1)","100% (1/1)","100% (1/1)","Love","Hate","Love","Hate","Love","Love","Happy","Sad","Love","Hate","Sad","Love","Happy","Hate","Hate"
"3UDTAB6HH718PBV2AK662Z27W66098","3D7SO00DFMQ961B4JTA39YMX2MBVCA","Song Lyrics Emotion Categorization","Identify the emotion elicited or exemplified by the song lyrics","survey, demographics, music, categorization, vulgar language","$0.10","Sun Dec 03 17:29:02 PST 2017","100","BatchId:3034566;OriginalHitTemplateId:920937332;","3600","86400","Tue Dec 05 17:29:02 PST 2017","","","32N49TQG3HK49F3HVPDX77Z17N6VA2","A2FFGUDAYN0RO2","Approved","Sun Dec 03 18:21:03 PST 2017","Sun Dec 03 18:38:30 PST 2017","Mon Dec 04 18:38:30 PST 2017","Mon Dec 04 13:33:52 PST 2017","","","1047","100% (1/1)","100% (1/1)","100% (1/1)","Sad","Hate","Love","Hate","Love","Love","Happy","Sad","Love","Sad","Sad","Happy","Love","Sad","Hate"
"3UDTAB6HH718PBV2AK662Z27W66098","3D7SO00DFMQ961B4JTA39YMX2MBVCA","Song Lyrics Emotion Categorization","Identify the emotion elicited or exemplified by the song lyrics","survey, demographics, music, categorization, vulgar language","$0.10","Sun Dec 03 17:29:02 PST 2017","100","BatchId:3034566;OriginalHitTemplateId:920937332;","3600","86400","Tue Dec 05 17:29:02 PST 2017","","","32SCWG5HII6QHTUIJ0NMLA8XPGEP6K","A2L73JKDFWI0KJ","Approved","Sun Dec 03 17:42:44 PST 2017","Sun Dec 03 18:14:54 PST 2017","Mon Dec 04 18:14:54 PST 2017","Mon Dec 04 13:33:52 PST 2017","","","1930","100% (1/1)","100% (1/1)","100% (1/1)","Sad","Sad","Sad","Hate","Love","Happy","Sad","Sad","Love","Love","Sad","Happy","Happy","Happy","Hate"
"3UDTAB6HH718PBV2AK662Z27W66098","3D7SO00DFMQ961B4JTA39YMX2MBVCA","Song Lyrics Emotion Categorization","Identify the emotion elicited or exemplified by the song lyrics","survey, demographics, music, categorization, vulgar language","$0.10","Sun Dec 03 17:29:02 PST 2017","100","BatchId:3034566;OriginalHitTemplateId:920937332;","3600","86400","Tue Dec 05 17:29:02 PST 2017","","","32Z9ZLUT1MMOTI2Y0J1BT1SXOPBOHG","A14SRK8J2NDFOR","Approved","Mon Dec 04 00:41:41 PST 2017","Mon Dec 04 00:43:26 PST 2017","Tue Dec 05 00:43:26 PST 2017","Mon Dec 04 13:33:52 PST 2017","","","105","100% (1/1)","100% (1/1)","100% (1/1)","Love","Hate","Happy","Hate","Sad","Love","Happy","Love","Happy","Happy","Happy","Sad","Happy","Sad","Happy"
"3UDTAB6HH718PBV2AK662Z27W66098","3D7SO00DFMQ961B4JTA39YMX2MBVCA","Song Lyrics Emotion Categorization","Identify the emotion elicited or exemplified by the song lyrics","survey, demographics, music, categorization, vulgar language","$0.10","Sun Dec 03 17:29:02 PST 2017","100","BatchId:3034566;OriginalHitTemplateId:920937332;","3600","86400","Tue Dec 05 17:29:02 PST 2017","","","338JKRMM271ZRE8XQ0WTS68SZ80HA3","A17H0BE1NG5FZN","Approved","Sun Dec 03 20:23:04 PST 2017","Sun Dec 03 20:39:27 PST 2017","Mon Dec 04 20:39:27 PST 2017","Mon Dec 04 13:33:52 PST 2017","","","983","100% (1/1)","100% (1/1)","100% (1/1)","Hate","Sad","Hate","Sad","Happy","Love","Sad","Happy","Love","Sad","Sad","Love","Happy","Happy","Happy"
"3UDTAB6HH718PBV2AK662Z27W66098","3D7SO00DFMQ961B4JTA39YMX2MBVCA","Song Lyrics Emotion Categorization","Identify the emotion elicited or exemplified by the song lyrics","survey, demographics, music, categorization, vulgar language","$0.10","Sun Dec 03 17:29:02 PST 2017","100","BatchId:3034566;OriginalHitTemplateId:920937332;","3600","86400","Tue Dec 05 17:29:02 PST 2017","","","33FBRBDW6P1URI427AYELO5HWSP8CB","A3GERFIF45QJSD","Approved","Sun Dec 03 17:29:31 PST 2017","Sun Dec 03 17:30:17 PST 2017","Mon Dec 04 17:30:17 PST 2017","Mon Dec 04 13:33:53 PST 2017","","","46","100% (1/1)","100% (1/1)","100% (1/1)","Happy","Love","Sad","Happy","Happy","Happy","Love","Hate","Sad","Happy","Happy","Love","Sad","Happy","Happy"
